EN,BM,中文,EN,BM,中文,,,,,,,,,
"Electrical - Power-House, Sub Stations (Generating Over 250 Volts)","Elektrik - Kuasa Rumah, Stesen Sub (Menjana Lebih 250 Volt)",电气 - 发电站，分站（产生超过250伏特）,"Mechanic, Relay Tester, Rigger, Switch Board Wireman & Other Repairman Usually Rate According To Duties","Mekanik, Penguji Relay, Rigger, pendawaian  & Pembaiki lain yang melibatkan tugas",机械，继电器测试，索具装配，开关板接线及其他修理工,,2.5,1.25,1,1.45,,,,
"Electrical - Power-House, Sub Stations (Generating Over 250 Volts)","Elektrik - Kuasa Rumah, Stesen Sub (Menjana Lebih 250 Volt)",电气 - 发电站，分站（产生超过250伏特）,"Operator Or Transformer, Stationary Fireman, Inspector, Labourer, Patrolman, Stroker","Operator Atau Transformer, Pemadam Api, Inspektor, Pekerja, Peronda , Stroker",操作员或变压，固定消防员，督工，劳工，巡工，司炉工,Male,2.5,1.25,1,1.45,,,,
"Electrical - Power-House, Sub Stations (Generating Over 250 Volts)","Elektrik - Kuasa Rumah, Stesen Sub (Menjana Lebih 250 Volt)",电气 - 发电站，分站（产生超过250伏特）,"Operator Or Transformer, Stationary Firewoman, Inspector, Labourer, Patrolman, Stroker","Operator Atau Transformer, Pemadam Api, Inspektor, Pekerja, Peronda , Stroker",操作员或变压器，固定消防员，督工，劳工，巡工，司炉工,Female,2.5,1.25,1,1.45,,,,
"Electrical - Power-House, Sub Stations (Generating Over 250 Volts)","Elektrik - Kuasa Rumah, Stesen Sub (Menjana Lebih 250 Volt)",电气 - 发电站，分站（产生超过250伏特）,Plant Superintendent,Pengendali Loji ,工厂厂长,,0,1,1,1,,,,
"Electrical - Power-House, Sub Stations (Generating Over 250 Volts)","Elektrik - Kuasa Rumah, Stesen Sub (Menjana Lebih 250 Volt)",电气 - 发电站，分站（产生超过250伏特）,"Stationary Engineer, Turbine Operator or Wheel-Room Attendant","Jurutera Perunding, Pengendali Turbin atau Atendan Roda",运作工程师，涡轮操作员或轮室人员,,0,1.25,1,1.3,,,,
Electrical - Private - Operated Power Plant (Not Generating Over 250 Volts),Loji Kuasa Elektrik - Swasta - Operasi (Tidak Menjana Lebih 250 Volt),电气 - 私人运营电厂（产生不超过250伏特）,Private Power Plant Not Generating 250 Over Volts - All Workers,Loji Kuasa Swasta Tidak Menjana 250 Lebih Volt - Semua Pekerja,私人电厂生产不超过250伏特以上 - 所有工人,,0,1.25,1,1.3,,,,
Electrical & Electronic,Elektrik & elektronik,电气与电子,"Administrative Duties - Manager, Clerk","Tugas Pentadbiran - Pengurus, Kerani",行政职务 - 经理，文员,,0,1,1,1,,,,
Electrical & Electronic,Elektrik & elektronik,电气与电子,Contractor (Inspecting & Supervising Duties),Kontraktor (Memeriksa & Mengawasi Tugas),承包商（检查＆监督职责）,,0,1,1,1,,,,
Electrical & Electronic,Elektrik & elektronik,电气与电子,Contractor (Office Work),Kontraktor (Kerja Pejabat),承包商（事务）,,0,1,1,1,,,,
Electrical & Electronic,Elektrik & elektronik,电气与电子,"Electrician, Technician, Assembler","Jurutera, Juruteknik, Pembinaan",电工，技师，组装,,0,1,1,1,,,,
Electrical & Electronic,Elektrik & elektronik,电气与电子,Electroplater (Light Industries),Elektroplater (Industri Cahaya),电镀机（轻工业）,,0,1,1,1,,,,
Electrical & Electronic,Elektrik & elektronik,电气与电子,Engineer,Jurutera,工程师,,0,1,1,1,,,,
Electrical & Electronic,Elektrik & elektronik,电气与电子,"Wireman, Cableman, Maintenance Man In Office Buildings & Factories","Pendawaian Rumah, Penkabelan, Penyelengaraan di bangunan pejabat & kilang ",电线工，电缆工，在办公楼和工厂的维修工,,0,1.25,1,1,,,,
Electrical & Electronic,Elektrik & elektronik,电气与电子,Switchboard & Substation Controller,Operator Papan suis & Pengawalan Substation ,总机和变电站控制,,2.5,1.25,1,1.3,,,,
Elevator - Building Maintenance,Lif- Penyelengaraan Bangunan,电梯 - 建筑维修,Inspector & Operator (No Repairing),Inspektor & Pengendali (Tiada Perbaikan),督工及操作员（无维修）,,0,1,1,1,,,,
Elevator - Building Maintenance,Lif- Penyelengaraan Bangunan,电梯 - 建筑维修,Installer & Repairman,Pemasang dan Pembaikan,安装工和修理工,Male,0,1.25,1,1.45,,,,
Elevator - Building Maintenance,Lif- Penyelengaraan Bangunan,电梯 - 建筑维修,Installer & Repairwoman,Pemasang dan Pembaikan,安装工和修理工,Female,0,1.25,1,1.45,,,,
Engineer (Non-Hazardous Industry),Jurutera (Industri Tidak Berbahaya),工程师（非危险行业）,Engineer - Office Work Only,Jurutera -Pejabat Sahaja,工程师 - 仅办公室工作,,0,1,1,1,,,,
Engineer (Non-Hazardous Industry),Jurutera (Industri Tidak Berbahaya),工程师（非危险行业）,Engineer - Others,Jurutera- Lain-lain ,工程师 - 其他,,0,1,1,1,,,,
Engraver (Creative) ,Pengukir (Kreatif) ,雕刻家（创意）,Engraver (Creative) ,Pengukir (Kreatif) ,雕刻家（创意）,,0,1.25,1,1,,,,
Event Planner,Parancang Majlis ,活动策划,"Event Planner, Exhibition Designer","Peranjang Majlis, Pereka Pameran ",活动策划，展览设计,,0,1,1,1,,,,
"Explosives & Firework Manufacture, Storage Magazines & Ordinance Depots","Bahan Letupan & Kilang Api, Penyimpanan Risalah & Ordinan Depot ",爆炸物及烟花生产，杂志储存和条例仓库,Administrative & Clerical,Pentadbiran & Kerani ,行政及文书,,0,1,1,1,,,,
"Explosives & Firework Manufacture, Storage Magazines & Ordinance Depots","Bahan Letupan & Kilang Api, Penyimpanan Risalah & Ordinan Depot ",爆炸物及烟花生产，杂志储存和条例仓库,Chemist & Superintendent,Ahli kimia & SPenguatkuasa,化学家和主管,,0,1,1,1,,,,
"Explosives & Firework Manufacture, Storage Magazines & Ordinance Depots","Bahan Letupan & Kilang Api, Penyimpanan Risalah & Ordinan Depot ",爆炸物及烟花生产，杂志储存和条例仓库,"Foreman (Supervising Only), Power-Plant Operator, Maintenance Man & Others Not Directly Handling Explosives","Mandor (Penyeliaan Sahaja), Pengendali Kilang Tenaga, Penyelenggaraan Manusia & Lain-lain Tidak Mengendalikan Bahan Letupan Secara Langsung",工头（仅监督），电力设备操作员，维修人员及其他不直接处理爆炸,Male,0,1.5,1.5,1.3,,,,
"Explosives & Firework Manufacture, Storage Magazines & Ordinance Depots","Bahan Letupan & Kilang Api, Penyimpanan Risalah & Ordinan Depot ",爆炸物及烟花生产，杂志储存和条例仓库,"Forewoman (Supervising Only), Power-Plant Operator, Maintenance Man & Others Not Directly Handling Explosives","Mandor (Penyeliaan Sahaja), Pengendali Kilang Tenaga, Penyelenggaraan Manusia & Lain-lain Tidak Mengendalikan Bahan Letupan Secara Langsung",女工头（仅监督），电力设备操作员，维修人员及其他不直接处理爆炸,Female,0,1.5,1.5,1.3,,,,
"Explosives & Firework Manufacture, Storage Magazines & Ordinance Depots","Bahan Letupan & Kilang Api, Penyimpanan Risalah & Ordinan Depot ",爆炸物及烟花生产，杂志储存和条例仓库,Labourer & Truck Driver Carrying Explosives,Pemandu Buruh & Pemandu Lori Membawa Letupan,劳工及携带爆炸物的卡车司机,,5,D,D,D,,,,
"Explosives & Firework Manufacture, Storage Magazines & Ordinance Depots","Bahan Letupan & Kilang Api, Penyimpanan Risalah & Ordinan Depot ",爆炸物及烟花生产，杂志储存和条例仓库,Skilled Worker Handling Explosive Materials,Pekerja Mahir Mengendalikan Bahan Letupan,处理爆炸物品的熟练工人,,5,D,D,D,,,,
Factory - Manual Worker,Kilang - Pekerja Manual,工厂 - 劳力工人,Manual Worker,Pekerja Manual ,劳力工人,,0,1.5,1,1.3,,,,
Factory - Manual Worker,Kilang - Pekerja Manual,工厂 - 劳力工人,"Manual Worker - Non-Hazardous Light Industries, Such As Corsets, Gloves, Jewellery, Paper Boxes","Pekerja Manual - Industri Lampu Bukan Berbahaya, Seperti Korset, Sarung Tangan, Perhiasan, Kotak Kertas",劳力工人 - 低风险轻工业，如衣物，手套，首饰，纸盒,,0,1,1,1,,,,
Factory - Manual Worker,Kilang - Pekerja Manual,工厂 - 劳力工人,"Storekeeper, etc","Penjaga Stor , etc",仓库管理员等,,0,1,1,1,,,,
Factory - Manual Worker Process Worker (Non Hazardous Industry),Kilang - Pekerja Proses Pekerja Manual (Industri Bukan Berbahaya),工厂 - 手工处理工人（非危险工业）,"Factory Worker, Process Worker, Processor, Production Assistant, Soft Drink Process Worker","Pekerja Kilang, Pekerja Proses, Pemproses, Pembantu Pengeluaran, Pekerja Proses Minuman Lembut",工厂工人，加工工人，处理器，制作助理，饮料加工工人,,0,1.25,1,1.3,,,,
"Factory - Manual Worker Production Operator, Worker","Kilang - Pengendali Pengeluaran Pekerja Manual, Pekerja",工厂 - 劳力工人生产操作员，工人,"Production Operator, Worker","Pengendali Pengeluaran, Pekerja",生产线操作员，工人,,0,1.25,1,1.3,,,,
Factory Inspector (Occupational Safety),Inspektor Kilang (Keselamatan Pekerjaan),工厂督工（职业安全）,Factory Inspector (Occupational Safety),Inspektor Kilang (Keselamatan Pekerjaan),工厂督工（职业安全）,,0,1,1,1,,,,
Farm - Cocoa ,Ladang- koko,农场 - 可可,"Farm Worker, Harvester (Cocoa Farm)","Pekerja Ladang, Penuai (Ladang Kako)",农场工，收割工（可可农场）,,0,1,1,1,,,,
Farm - Coconut,Ladang - Kelapa,农场 - 椰子,"Coconut Plucker, Harvester (Coconut Farm)","Penanam Kelapa, Penuai (Ladang Kelapa)",采摘椰子，收割工（椰子农场）,,2.5,1.5,1,1.3,,,,
Farm - Coconut,Ladang - Kelapa,农场 - 椰子,"Copra Bagger, Miller (Coconut Farm)","Copra Bagger, Penghasilan minyak  (Ladang Kelapa",椰肉袋装，磨坊（椰子农场）,,0,1.25,1,1,,,,
Farm - Coconut,Ladang - Kelapa,农场 - 椰子,"Husker, Splitter (Coconut Farm)","Pegupasan sabut kelapa,Tukang membelah kelapa (Ladang Kelapa)",除壳工，分裂（椰子农场）,,2.5,1.25,1,1.3,,,,
Farm - Coconut,Ladang - Kelapa,农场 - 椰子,Labourer (Coconut Farm),Buruh (Ladang kelapa),劳工（椰子农场）,,2.5,D,D,D,,,,
Farm - Coconut,Ladang - Kelapa,农场 - 椰子,Toddy-Cutter (Coconut Farm),Tukang membelah Tempurung (Ladang Kelapa),棕榈汁采集者（椰子农场）,,2.5,D,D,D,,,,
Farm - Coffee,Ladang- Kopi,农场 - 咖啡,"Blender, Grinder, Roaster (Coffee Farm)","Pengiling, Pengisar, Pemanggang  (Ladang Kopi)",搅拌，研磨，烘烤（咖啡农场）,,0,1,1,1,,,,
Farm - Coffee,Ladang- Kopi,农场 - 咖啡,Harvester & Worker (Coffee Farm),Penuai & Pekerja (Ladang Kopi),收割工人（咖啡农场）,,0,1,1,1,,,,
Farm - Crocodile,Ladang- Buaya,农场 - 鳄鱼,Farm Owner (Crocodile Farm),Pemilik Ladang (Ladang Buaya),农场业主（鳄鱼农场）,,0,1,1,1,,,,
Farm - Crocodile,Ladang- Buaya,农场 - 鳄鱼,Worker (Crocodile Farm),Plekerja (ladang Buaya),工人（鳄鱼农场）,,0,1.5,1,1.45,,,,
Farm - Dairy,Ladang- Tenusu,农场 - 乳制品,Hired-Hand - General Duties (Dairy Farm),Tugas secara manual - Bekerja Umum (Ladang Tenusu),雇佣员 - 一般任务（牛奶）,,0,1.25,1,1,,,,
Farm - Dairy,Ladang- Tenusu,农场 - 乳制品,Milkman (Dairy Farm),Penjual Susu (Ladang Tenusu),挤奶员（牛奶）,Male,0,1,1,1,,,,
Farm - Dairy,Ladang- Tenusu,农场 - 乳制品,Milkmaid (Dairy Farm),Penjual Susu (Ladang Tenusu),挤奶员（牛奶）,Female,0,1,1,1,,,,
Farm - Dairy,Ladang- Tenusu,农场 - 乳制品,"Superintendent, Supervisor (Dairy Farm)","Penguatkuasa, Penyelia (Ladang Tenusu)",督工，主管（牛奶）,,0,1,1,1,,,,
"Farm - Fruit, Nursery, Poultry & Others","Ladang - Buah, Nursery, Unggas & Lain-lain",农场 - 水果，苗圃，家禽及其他,"Family-Member, Proprietor, Rentee, Full-Time Supervisor","
Ahli Keluarga, Pemilik, Sewaan, Penyelia Penuh",家族成员，业主，承租人，全职主管,,0,1,1,1,,,,
"Farm - Fruit, Nursery, Poultry & Others","Ladang - Buah, Nursery, Unggas & Lain-lain",农场 - 水果，苗圃，家禽及其他,"Hired-Hand, Harvester, Labourer","Bekerja Manual, Penuai, Pekerja",雇佣工，收割工，劳工,,0,1.25,1,1,,,,
Farm - Oil Palm,Ladang - Kelapa Sawit,农场 - 油棕,Harvester (Oil Palm),Penuai ( Ladang Sawit),收割工（棕榈油）,,0,1.25,1,1.3,,,,
Farm - Oil Palm,Ladang - Kelapa Sawit,农场 - 油棕,Labourer (Oil Palm),Buruh (Ladang Sawut),劳工（棕榈油）,,0,1.25,1,1.3,,,,
Farm - Oil Palm,Ladang - Kelapa Sawit,农场 - 油棕,Lorry Driver (Oil Palm),Pemandu Lori (Ladang Sawit),货车司机（棕榈油）,,0,1.25,1,1,,,,
Farm - Tea,Ladang- Tea,农场 - 茶,Labourer (Tea Farm),Buruh (ladang Tea),劳工（茶园）,,0,1.25,1,1,,,,
Farm - Tea,Ladang- Tea,农场 - 茶,Tea Grower & Plucker (Tea Farm),Penanam tea & Pemetik (Ladang Tea),茶农和采摘工人（茶园）,,0,1,1,1,,,,
Farm (Dairy) - Delivery,Ladang (Tenusu) - Penghantaran ,农场（乳品） - 送货,Delivery (Dairy Farm) - Bicycle Or Car,"Ladang (Tenusu) -Basikal , kereta  ",送货（牛奶） - 脚车或汽车,,0,1,1,1,,,,
Farm (Dairy) - Delivery,Ladang (Tenusu) - Penghantaran ,农场（乳品） - 送货,Delivery (Dairy Farm) - Motorcycle,Ladang (Tenusu) - Motorsikal,送货（牛奶） - 摩托车,,0,1.25,1,1,,,,
Fashion,Fesyen ,时尚,Designer,Pereka,设计师,,0,1,1,1,,,,
Fashion,Fesyen ,时尚,Fashion Show Coordinator,Penyelaras Pertunjukan Fesyen,时装秀协调员,,0,1,1,1,,,,
Fashion,Fesyen ,时尚,Fashion Show Dresser/Make Up Artist,Pertunjukkan  Fesyen/Make Up Artis,时装秀服装师 / 化妆师,,0,1,1,1,,,,
Fashion,Fesyen ,时尚,Model,Model,模特儿,,0,1,1,1,,,,
Fashion,Fesyen ,时尚,Photographer,Jurugambar,摄影师,,0,1,1,1,,,,
Ferry,Feri,渡轮,"Express Speed Boat, Small Motor - Vessel (Iron or Steel) Carrying Petrol / Diesel","Ekspres Bot, Motor Kecil - Kapal (Besi atau Keluli) Membawa Petrol / Diesel",快艇，携带汽油/柴油的小型引擎船只,,0,D,D,D,,,,
Ferry,Feri,渡轮,River Operator,Pengendali Sungai,河流经营者,,0,1.25,1,1,,,,
File Cutter,Pemotong File,文件切割,File Cutter,Pemotong File,文件切割,,0,1.25,1,1,,,,
Finance And Accounting,Kewangan dan Perakaunan,金融及会计,"Accountant, Accounts Executive, Auditor, Financial Analyst, Financial Controller, Finance Director, Tax Consultant","Akauntan, Eksekutif Akaun, Juruaudit, Penganalisis Kewangan, Pengawal Kewangan, Pengarah Kewangan, Perunding Cukai",会计师，会计主管，稽核员，财务分析师，财务总监，税务顾问,,0,1,1,1,,,,
Fire Department,Jabatan Bomba,消防部,"Ambulance Man, Ventilation Officer","kakitangan ambulances, Pegawai Pengudaraan",救护车员，空气调节主任,,0,1.25,1,1,,,,
Fire Department,Jabatan Bomba,消防部,Driver,Pemandu,司机,,0,1.25,1,1,,,,
Fire Department,Jabatan Bomba,消防部,Firefighter,Tukang Pemadam Api,消防队员,,2.5,1.5,1,D,,,,
Fire Department,Jabatan Bomba,消防部,Officer,Pegawai,官员,,0,1,1,1,,,,
Fire Department,Jabatan Bomba,消防部,"Superintendent, Chief Officer (Office Work Only)","Penguatkuasa, ketua pegawai (Pejabat Sahaja)",主管，主任（仅办公室工作）,,0,1,1,1,,,,
Fishing,Memancing ,渔业,Deep Sea Fishing ,Memancing di lautan dalam,深海捕鱼,,2.5,1.5,1,D,,,,
Fishing,Memancing ,渔业,Fishing Officer/Warden ,Pegawai/Warden Pemancing ,渔业主任/督导员,,0,1,1,1,,,,
Fishing,Memancing ,渔业,Fishing - Hatchery Employee,Memancing - Pekerja Penetasan,渔业 - 孵化员工,,0,1,1,1,,,,
Fishing,Memancing ,渔业,"Fishing - Lake, Pond & River","Memancing - Tasik, Kolam & Sungai",渔业- 湖泊，池塘和河流,,0,1.25,1,1,,,,
Fishing - Off Shore,Memancing - Luar Persisiran ,渔业 - 离岸,Fishing (Off Shore) - Coming Ashore Daily,Memancing (Luar Persisiran) - kerap ke darat ,渔业（离岸） - 每日上岸,,0,1.5,1,1,,,,
Fishing - Off Shore,Memancing - Luar Persisiran ,渔业 - 离岸,Fishing (Off Shore) - Not Coming Ashore Daily (Tonnage Equal To Or More Than 10 Grt),Memancing (Luar Persisiran) - jarang Kedaratan  (Muatan  Bersamaan Dengan Atau lebih daripada 10 Grt),渔业（离岸） - 没每日上岸（船只重量等于或大于10 吨）,,2.5,1.5,1.5,D,,,,
Fishing - Off Shore,Memancing - Luar Persisiran ,渔业 - 离岸,Fishing (Off Shore) - Not Coming Ashore Daily (Tonnage Less Than 10 Grt),Memancing (Luar Persisiran) - jarang Kedaratan  (Muatan  Bersamaan kurang daripada 10 Grt),渔业（离岸） - 没每日上岸（船只重量少于10 吨）,,2.5,1.5,1,D,,,,
Fishmonger,Penjual Ikan ,鱼贩,Fishmonger,Penjual Ikan ,鱼贩,,0,1.25,1,1,,,,
Fishmonger,Penjual Ikan ,鱼贩,Retailer,Peruncit,零售商,,0,1,1,1,,,,
Fishmonger,Penjual Ikan ,鱼贩,Stall Owner,Memilik Gerai,摊位业主,,0,1,1,1,,,,
Fitter,Fitter,装配工,Fitter (No Welding Or Handling Of Machinery),Fitter (Tiada Kimpalan Atau Pengendalian Mesin),装配工（无焊接或机械处理）,,0,1,1,1,,,,
Flower Grower,Penanam Bunga ,花农,Flower Grower,Penanam Bunga ,花农,,0,1,1,1,,,,
Forrester & Forest Ranger,Perhutanan & Ranger Hutan,森林业及护林员,Forest Guard ,Pengawal Hutan ,森林守卫,,0,1.25,1,D,,,,
Forrester & Forest Ranger,Perhutanan & Ranger Hutan,森林业及护林员,Forest Officer ,Pegawai Perhutanan ,森林官员,,0,1,1,1,,,,
Forrester & Forest Ranger,Perhutanan & Ranger Hutan,森林业及护林员,Forrester & Forest Ranger (Not Using Aircraft),Perhutanan & Ranger Hutan (Tanpa mengunnakan kapal Terbang),森林业及护林员（不使用飞机）,,0,1.25,1,D,,,,
Fortune Teller,Penilik Nasib ,算命师,Fortune Teller,Penilik Nasib ,算命师,,0,1,1,1,,,,
Fumigator & Exterminator,Fumigator & Pembasmi ,熏蒸灭虫及除虫,Anti-Malaria Sprayer,Penyembur Anti-Malaria ,抗疟疾喷雾,,0,1.25,1,1.3,,,,
Fumigator & Exterminator,Fumigator & Pembasmi ,熏蒸灭虫及除虫,Fumigator & Exterminator - Tree-Sprayer,Fumigator & Pembasmi- Semburan Tumbuhan ,熏蒸灭虫及除虫 - 树枝喷雾,,0,1.25,1,D,,,,
Fumigator & Exterminator,Fumigator & Pembasmi ,熏蒸灭虫及除虫,Fumigator & Exterminator - Using Cyanide Gas,Fumigator & pembasmian- Menggunakan Gas  Cyanide,熏蒸灭虫及除虫 - 使用氰化氢气体,,2.5,D,D,D,,,,
Furnaceman,Tukang Kimpalan Besi ,熔矿炉,Metal Heating & Melting (Electric Arc),Pemanasan Logam & Takat (Elektrik),金属加热及熔炼（电弧炉）,,2.5,1.5,1,D,,,,
Furnaceman,Tukang Kimpalan Besi ,熔矿炉,Non-Ferrous Metal Converting & Refining,Bukan-Ferrous Logam yang bertukar & penapisan logam ,有色金属加工与精炼,,0,1.25,1,1.3,,,,
Furniture & Other Woodworking Factory,Perabot & Kilang Kerja Kayu Lain,家具及其他木工厂,Band-Saw & Circular Operator,Gergaji puting & Pengendali Pekeliling ,带锯及循环操作,,0,1.5,1,1.3,,,,
Furniture & Other Woodworking Factory,Perabot & Kilang Kerja Kayu Lain,家具及其他木工厂,"Jointer, Operator Of Planes, Shaper","Jointer, Pengendali Pesawat, Pembentuk",接缝，木工刨，成型,,0,1.25,1,1,,,,
Furniture & Other Woodworking Factory,Perabot & Kilang Kerja Kayu Lain,家具及其他木工厂,Labourer,Buruh,劳工,,2.5,1.25,1,1.45,,,,
Furniture & Other Woodworking Factory,Perabot & Kilang Kerja Kayu Lain,家具及其他木工厂,Proprietor,Pemilik,业主,,0,1,1,1,,,,
Furniture & Other Woodworking Factory,Perabot & Kilang Kerja Kayu Lain,家具及其他木工厂,Furniture & Other Woodworking Factory - Using Brush & Other Skilled Worker,Perabot & Kilang Kerja Kayu Lain - Menggunakan Berus & Pekerja Mahir Lain,家具及其他木工厂 - 用刷子及其他技术工人,,0,1.25,1,1,,,,
Furniture & Other Woodworking Factory,Perabot & Kilang Kerja Kayu Lain,家具及其他木工厂,Furniture & Other Woodworking Factory - Using Electric Spray ,Perabot & Kilang Kerja Kayu Lain - Menggunakan Spray Elektrik,家具及其他木工厂 - 使用电喷,,0,1.5,1,1,,,,
Galvanizer & Tinner,Galvanizer & Tinner,镀锌及錫匠,Galvanizer & Tinner,Galvanizer & Tinner,镀锌及錫匠,,0,1.5,1,1.3,,,,
Game Warden,Warden Pemainan,游戏看守者,Game Warden,Warden Pemainan,游戏看守者,,0,1.25,1,1.3,,,,
